leaf_categ_id	site_id	gpc_id
163149	15	5387
4967	0	216
155352	0	216
165100	2	200
179915	100	916
46291	71	4991
57918	15	3913
60197	0	675
41843	0	305
14294	71	325
103	2	216
100012	2	6491
15234	15	149
91569	0	8065
168278	0	6000
67468	77	7429
83179	2	1095
2724	2	216
64477	2	1301
45060	0	216
123799	2	0
4737	2	217
50791	0	216
105432	2	7313
24805	0	499740
158624	101	193
152377	2	7347
134440	0	499879
82575	2	479
962	0	1604
47066	77	3775
79742	0	178
21270	0	216
51075	0	3712
440	2	1259
116304	101	500052
159600	100	916
39485	0	217
2995	71	7230
111056	2	1095
152641	0	204
9425	2	7347
3788	2	317
79781	0	4669
16092	15	95
45246	15	178
36112	15	1019
106976	0	8203
38287	15	4554
1280	2	4491
99847	3	6000
3328	186	149
29508	15	668
175704	77	302
156355	0	216
108597	0	7347
113476	2	3775
180899	2	264
22672	2	503032
15083	2	278
46777	2	2784
165570	0	3495
75391	0	2699
164106	0	218
67348	0	4951
43638	101	245
49982	100	919
11647	77	6000
71259	3	3443
172029	71	2858
180252	2	6000
38048	2	216
99231	0	7349
70393	0	1074
1348	15	216
51933	77	203
6027	2	919
98035	15	216
137866	101	6452
179271	0	6540
2648	2	3928
11215	2	331
164197	2	191
22773	0	421
35192	0	7347
166699	0	5250
179483	71	4155
99825	71	3163
92862	0	5123
33626	71	2550
160847	2	3584
127428	3	5831
1472	2	388
64435	2	2797
179969	2	1037
39820	0	241
56202	15	1028
52400	2	1604
11538	0	502987
291	15	5122
166836	0	6919
162057	15	219
7702	3	6997
51343	0	317
114202	2	111
20679	3	505765
99791	71	6000
13808	0	216
59315	3	6337
78094	0	5979
164010	2	218
4774	0	216
58077	0	500028
64688	3	3376
19570	2	1623
43513	0	4973
4463	0	3865
6004	100	916
152829	2	5122
21250	2	4669
43390	2	7278
43304	15	7347
20736	0	4992
130126	2	2034
20982	2	212
33674	71	2727
37592	2	3191
145832	3	5831
178961	15	7494
159756	71	531
11635	0	135
681	15	5831
15128	2	189
118729	2	479
120967	3	2918
172	2	296
28060	77	499701
37995	2	5066
35818	2	500044
13343	77	3922
104947	2	218
46919	0	212
38154	2	675
181199	0	60
165482	2	216
73451	0	4557
158931	0	4669
18924	15	993
158968	2	3439
10797	2	3893
178114	0	505293
155190	15	1604
2384	15	3412
4533	0	216
88667	2	503017
44004	3	6407
29160	0	784
36419	15	2858
52550	0	1259
4375	15	3893
48814	2	5504
100847	0	784
43015	0	135
116309	77	300
59315	15	6337
180112	101	5863
167898	0	4061
58334	2	5269
49029	2	1259
81061	71	6000
110620	3	5122
4644	0	5122
64678	2	5879
31276	2	505766
33647	100	916
16285	0	1084
1141	15	536
35192	3	7347
24800	2	499740
42184	0	1623
3608	15	3867
11106	2	5777
180343	15	6000
80337	2	317
67453	0	7429
799	2	3893
48080	15	2620
20935	0	4630
101970	0	5573
42912	0	7261
39767	0	912
37977	2	245
74945	15	321
71239	186	4222
44074	2	6407
58102	186	499702
35821	0	216
32751	0	216
50380	71	8016
114607	2	280
168039	2	5504
116604	0	505286
71243	0	4977
20762	2	8016
44909	0	5300
47217	0	5971
56092	101	6932
73476	2	216
43965	2	7253
36025	186	5609
104676	2	218
165278	2	6552
110385	0	191
103415	101	149
26347	3	499845
15252	0	4368
171122	2	5122
25543	0	499778
116402	2	359
181368	15	1013
10192	77	5122
83068	0	3191
58319	3	2455
556	2	1837
134603	0	4778
48795	0	5504
108604	2	2353
104983	2	218
175719	2	8156
14946	101	339
109119	77	1028
11806	2	7261
10974	2	5122
159827	0	2858
30040	0	149
173642	2	217
1189	71	4175
35896	0	216
161826	186	6550
36001	2	6000
163600	186	3913
46264	2	505832
5348	100	916
180348	186	6407
181083	3	5122
127425	0	0
71467	2	4151
5358	100	916
3425	15	217
20693	2	3844
43643	0	245
14176	0	188
66739	71	499865
46158	2	1074
90635	2	182
18952	3	4669
25	3	3553
27232	2	3867
72406	71	252
85856	3	503032
34018	3	7096
110399	2	190
19255	0	5387
50617	0	286
58317	186	5268
60242	2	6997
4601	2	4224
181059	15	2810
3806	2	5301
149368	2	216
175856	100	916
50490	2	149
163336	2	211
165707	2	218
110935	0	192
62144	2	499811
73233	0	0
2804	2	0
26372	2	1095
63649	101	2497
14023	0	4555
38120	0	1301
13648	2	6
47162	101	5831
58311	2	291
60218	2	5504
173687	0	217
164327	101	6463
171898	101	1270
164285	0	194
166675	0	5898
21195	2	990
8444	101	505303
36575	0	6058
159145	0	1139
80356	101	5300
179697	3	2778
10178	71	503033
1124	2	784
29829	186	4471
177657	15	217
25380	3	135
51328	71	7349
45341	2	1562
51200	2	293
4074	15	3893
3361	3	4055
67612	2	2904
42133	2	499865
623	101	61
158666	15	6058
182026	3	1604
66483	2	2989
3053	2	2271
94995	0	1097
41433	2	3412
46815	0	1581
116310	0	300
168167	101	5122
62125	15	6914
102366	2	0
60149	0	194
13981	3	3893
178965	3	4507
31857	100	916
74962	2	184
14968	2	4463
181019	2	2918
164069	2	218
165455	0	216
66530	0	216
101250	3	300
161828	2	5598
109414	2	135
613	2	0
20730	0	2810
15140	0	191
14974	0	252
42205	3	328
31468	2	4335
105389	2	3913
43009	0	200
27197	15	1270
163294	0	204
102422	0	7097
33937	0	479
3677	77	5863
99320	2	7117
44893	2	6997
16271	2	1074
42051	0	0
45462	15	505832
159737	2	5979
185	71	4951
26425	15	216
11326	186	1270
73393	0	4149
33553	2	2805
105073	0	218
164388	2	5122
11142	3	499811
36523	15	531
165926	0	197
29584	0	3208
65182	71	5831
34234	2	916
7697	2	784
117339	2	1901
82570	0	477
63983	2	112
171183	2	216
105511	2	6227
48	0	216
4693	15	499686
1148	0	784
51116	2	325
117439	0	5015
47263	2	3747
30087	77	503018
35862	0	3221
152415	0	212
92798	0	192
15772	0	211
83145	0	499778
155347	186	5387
29221	0	216
22671	0	503032
116394	0	7144
35605	100	8227
104979	2	245
22635	101	241
87141	186	1016
33016	2	218
131495	2	295
177826	101	7448
25532	0	1051
116496	0	499879
19247	2	6407
156457	2	220
165905	0	194
41868	0	317
75075	71	501
152579	15	204
163309	2	204
87454	0	505299
64681	2	499702
11106	0	5777
152367	0	212
150173	0	6058
43389	15	7278
48757	0	537
13573	2	3893
122834	0	2202
110808	101	5122
52583	2	5122
37690	0	1097
424	77	919
180252	0	6000
63516	2	2249
4024	3	216
177709	15	8231
48720	2	4335
32810	2	8156
168239	2	6058
60484	2	1074
103991	2	216
1339	0	5
98020	2	1084
20934	71	630
63609	0	216
36261	0	6103
41269	2	6336
85977	0	218
179356	3	5831
20689	3	8012
82290	0	3359
50407	2	2784
44081	3	8215
180968	186	4634
13731	0	503348
123417	101	264
78999	3	149
11444	0	784
52475	0	325
179182	2	2920
47196	2	5971
38247	15	7008
26284	2	194
29604	2	479
83945	3	2669
15836	2	0
41788	15	62
27214	0	1270
24896	2	1078
82239	2	7563
822	2	417
26423	0	499799
41920	2	7117
158430	0	216
173579	0	216
3496	3	5831
157158	71	245
159090	0	1019
50357	0	4953
20132	0	4778
21137	2	5981
13771	0	216
11197	186	7349
3224	2	1470
105061	2	218
158817	3	4417
116169	15	4569
73162	15	1470
21224	3	3060
33680	77	8234
4732	186	6997
25133	0	3191
11503	3	1604
2520	15	431
1521	186	999
139791	77	5831
171123	0	2271
38311	3	6997
33820	0	216
119382	100	916
158456	101	4634
152546	2	5182
43582	2	245
10252	3	5122
50736	2	414
44806	0	0
47123	0	8260
2918	2	3214
240	2	3584
109541	0	503771
96991	15	6030
110509	2	194
178963	0	1604
79009	71	2394
71121	0	5917
20346	2	7347
176983	3	245
69960	101	7280
110455	0	5122
74049	2	990
108760	15	216
33817	15	216
104030	3	216
25484	0	1051
165028	2	191
165321	0	216
139790	0	5831
80294	0	315
2310	0	8
3551	0	5863
22665	101	503747
116724	77	5387
101981	2	7280
24672	0	1078
534	0	217
27391	15	499736
63057	3	3530
111301	0	499867
107063	100	2550
116407	0	2810
165704	2	216
36244	0	499833
104946	0	3865
163422	2	182
39972	101	1623
41022	0	1270
31521	3	296
49831	100	2641
178928	100	8260
2254	2	503747
163000	0	499879
67511	0	479
109538	15	503771
52414	15	212
159094	15	1013
80269	2	5300
101353	2	6476
43688	0	503747
38033	0	6030
44833	0	6997
137866	2	6452
110973	0	197
102442	2	7097
3952	0	216
43051	2	191
167900	2	135
97673	0	5122
180514	15	891
20423	2	7068
181295	3	499826
81071	3	6000
50880	2	4669
158423	0	137
35289	3	5831
146363	2	6382
142332	0	3474
66923	0	2380
177031	2	7107
66990	3	5557
4166	2	499969
162906	0	4491
400	2	505827
158729	2	6407
66485	2	2989
150598	15	479
24620	2	990
180977	3	2034
37607	0	1074
124978	0	505300
27250	0	1270
114	3	3893
45454	101	3911
45154	3	217
29363	2	784
20651	2	668
27293	2	1105
18931	3	4669
16500	0	232168
42610	186	908
38299	2	6997
11534	77	2271
80346	0	4737
11637	0	216
145992	0	500095
37565	2	0
42196	15	300
179364	2	5831
155228	2	211
11053	15	6407
15959	0	3584
41341	0	7347
165573	0	3495
3351	15	149
159057	3	499716
11061	15	1270
67050	2	499927
180322	77	6000
20360	2	7347
1625	3	1259
41430	2	3775
24555	0	990
3548	2	5863
711	101	503735
106128	101	5441
75668	15	499908
172028	71	2645
52334	0	6058
864	3	5863
168294	2	499879
71177	0	2579
38276	0	6000
10901	0	135
79619	2	2314
624	15	62
116303	2	500052
176937	15	4636
27276	2	4124
932	186	269
179999	3	499867
46304	101	6384
139844	71	531
158481	100	916
73573	3	216
621	101	3502
166768	0	0
155206	71	502987
163520	2	173
13927	15	5863
2033	0	2918
110970	0	197
41638	0	999
34032	15	505373
100982	15	538
4064	2	3928
51038	0	1301
32795	3	4215
66789	3	5019
6404	2	916
35286	71	5831
50983	0	1604
7168	2	5863
163632	0	1604
5350	100	916
25350	15	5918
166716	2	2271
177725	15	2550
2910	0	990
101976	2	503032
65183	15	219
32837	3	4463
159840	2	2858
22667	2	503747
73487	2	7383
31587	15	572
29421	3	5
159040	0	499840
57958	0	204
29471	2	216
163552	3	5441
25277	2	500057
44815	0	1070
105555	0	6552
117490	0	6714
38165	0	2314
66683	2	6349
35574	0	2727
31898	100	3893
51292	0	4215
48744	3	135
15579	2	182
168010	0	499805
63505	2	7331
179470	101	7414
29291	2	784
16244	3	4018
1088	3	505286
116481	100	916
163984	0	218
10774	0	916
1182	2	1270
31521	0	296
177651	2	6984
51102	2	296
46310	101	5020
122322	101	1893
19221	2	4986
34237	0	3018
3261	3	5441
1392	0	3893
23837	0	6997
177757	2	2899
67376	2	503735
37649	2	1084
180982	77	4634
105511	3	6227
59339	0	6337
4601	3	4224
165393	2	216
2204	15	216
22665	2	503747
29601	3	479
79759	3	499703
149968	0	3055
33691	77	505766
165794	0	4217
51115	2	292
26322	77	5122
63742	100	4027
66740	2	1530
117303	0	3019
165692	2	216
176	0	3580
150157	2	6058
117027	2	543
28490	0	188
163417	2	5411
66884	0	112
182112	77	4929
168238	0	6058
3559	2	500117
133193	0	8231
158899	0	296
16220	186	60
166799	0	4175
20544	71	2218
175750	2	1985
19155	0	6000
11033	77	1270
1132	77	784
122928	77	5318
152384	0	149
123794	3	0
41967	2	1604
111271	2	6898
113526	0	6407
4740	3	217
37647	2	4452
79006	0	2394
147220	0	182
11187	2	5269
108867	186	7096
4689	71	503735
177002	77	499865
3174	2	3257
104056	2	6997
36021	2	4634
29964	0	149
58101	3	4595
10142	100	916
156946	0	5504
10830	0	5
50628	2	191
25137	0	3191
45115	186	784
156801	15	7313
78091	0	2904
156951	0	2994
92733	15	191
182117	77	950
83918	2	505382
35597	2	2727
39734	2	8156
180906	186	4454
91330	2	5504
75222	2	5879
79701	101	6751
33545	71	2805
152485	0	203
31569	77	4102
60275	0	4063
165529	0	216
6174	2	916
23827	2	3272
22717	0	6919
173586	0	217
61840	77	4745
106896	2	216
50645	15	194
46351	2	784
35871	2	216
41671	2	8
139973	71	1270
178014	3	8234
108962	3	4491
152710	2	1604
29259	0	784
16504	77	503758
163042	2	675
148728	2	3324
75039	3	518
108764	0	245
2137	0	188
36336	2	7261
34069	0	6540
11770	2	131
177839	2	3631
1038	0	5971
159893	2	2418
179809	101	999
47921	186	4507
178179	0	278
29943	0	245
176	15	3580
13578	15	3893
171997	100	916
134594	2	505399
71419	2	135
37992	2	669
45204	0	3021
48694	2	263
156604	0	1254
289	0	5122
162233	2	217
48516	0	2222
104686	2	218
159069	0	3272
36038	0	3893
179909	2	916
15121	0	5863
84608	15	5122
20680	2	2540
10879	2	216
64857	15	6058
65203	2	5831
1381	2	216
177979	100	2550
108653	0	7347
177993	101	6088
63537	0	505827
20420	3	7070
100445	100	6044
98765	3	217
80981	71	6000
52468	2	3865
181122	77	702
33029	2	3775
180936	3	4076
163587	0	5941
3916	2	3014
31108	186	6000
125256	77	4491
179482	3	8260
106871	2	149
98029	0	6058
1052	0	245
165378	0	216
81018	0	6000
73364	3	361
159132	0	4669
21508	0	0
1135	15	3893
165419	2	216
10924	0	216
164350	0	5122
42851	3	499719
1406	2	3893
179796	0	499769
52557	0	3502
45300	2	5598
48541	2	149
117398	2	7310
48626	0	225
90981	2	916
25043	0	499778
114190	2	325
175703	186	331
58020	0	5269
18865	0	8
13742	0	6030
156280	0	6999
172003	100	916
4603	71	325
50614	2	505827
73151	2	3424
38152	15	3844
67469	15	7429
50468	100	8526
110582	2	194
4523	0	696
1518	2	4669
3805	71	5299
159710	15	2907
139949	3	2918
63699	186	6093
125256	0	4491
17937	101	219
4932	0	6492
60457	0	1074
168144	0	505303
27286	0	4144
52347	71	5504
48515	3	149
162081	71	6382
20349	3	2353
33934	2	479
20960	0	3865
100459	2	2642
58270	15	252
105527	2	5441
10205	15	5122
16026	0	1070
322	15	4951
96969	15	8134
3023	77	1604
40117	0	135
116618	2	6382
123801	186	0
95493	3	1795
110630	2	5122
52762	101	5387
43338	15	5311
181361	3	1013
3041	15	204
169428	2	8483
14954	2	278
51235	0	5269
178986	2	2918
145838	77	5831
35824	0	216
185	101	4951
1443	3	135
20812	2	503747
58205	0	1470
80121	3	5831
175567	77	2550
33679	71	2805
177733	186	1901
164328	71	6463
6821	100	916
177884	2	5917
111602	2	7261
28555	0	219
34017	15	7096
98972	2	6919
67038	0	7468
57275	77	4669
97930	2	298
177793	71	3530
5352	2	916
31107	2	6000
30073	2	149
92809	0	192
51166	15	5496
46848	0	2271
164362	2	192
50566	2	8156
100	2	136
46787	2	212
1084	2	4554
2940	2	1095
47172	77	5831
206	15	1095
39823	0	241
108172	2	993
15073	3	149
43411	0	572
1575	101	245
13580	15	3893
177696	2	916
175569	2	8526
11061	77	1270
13966	3	3893
165085	0	194
3415	0	217
37594	0	3191
58105	3	4598
36510	15	5971
39783	0	5381
95057	2	4124
175753	3	6912
117344	0	2807
3783	186	328
98841	15	359
11800	2	505371
806	3	216
92910	0	6463
181275	3	62
131511	186	7349
163041	2	675
35673	0	5863
58189	0	2907
33657	0	505766
2944	2	1095
164956	2	200
180159	77	2550
20614	3	7330
109618	0	2047
1141	186	536
91355	15	296
178962	0	5484
179804	3	4669
162032	0	7016
11734	0	1262
113494	0	3502
146585	2	211
145842	101	5831
34137	0	216
165755	0	8537
42317	2	500028
31100	2	6000
11087	186	191
21021	101	2980
168147	0	191
56163	2	7347
118672	0	479
18992	2	3172
39716	0	216
44963	2	291
36502	0	5971
73203	3	5831
85958	0	218
64354	15	149
104657	0	218
26423	15	499799
13549	0	216
181086	3	5122
82582	77	479
156372	0	216
1384	2	5122
114253	2	3579
39996	71	8156
55844	2	135
180322	101	6000
41478	0	503747
166673	2	135
480	15	6000
13983	2	3893
20588	3	235920
15690	2	211
15905	2	216
146246	0	3530
29427	3	5
15230	0	503735
59042	3	2918
178989	101	499948
164334	186	192
159960	2	1074
152707	2	212
4755	2	5831
28178	186	521
116129	0	194
41925	2	291
181200	15	60
7316	3	5971
163140	0	204
75000	2	481
27213	2	3867
20408	2	5629
165680	0	505401
103434	186	3553
3727	0	1270
20616	3	4977
80763	100	916
50756	2	216
33913	77	1270
46728	0	111
10896	3	1
1170	2	6058
116679	71	6382
727	0	6269
67432	2	5338
19040	0	5971
33866	2	5504
52647	0	135
75512	0	8210
171103	100	2550
20796	2	4564
111256	2	499816
178026	71	2977
45084	0	191
99847	77	6000
66483	100	2989
35209	3	7347
159047	0	1013
116378	2	3530
152371	0	4737
20461	2	505832
116486	100	916
110636	0	191
92750	0	191
98486	2	197
63914	2	2380
73504	0	5898
25873	0	499908
46530	0	505821
29517	0	8016
3372	2	217
43293	0	531
2295	2	8
36329	3	503729
191	77	5301
2736	2	6492
97036	77	525
100221	2	7191
177842	2	499912
52427	0	7313
152715	2	204
31764	0	4507
103438	101	2524
20593	186	5863
63633	2	216
63898	0	114
103988	2	216
4037	2	5863
181208	3	503747
41995	0	1480
159590	2	919
43848	0	5971
164088	0	218
1452	15	7278
70387	2	1074
152383	2	149
41360	2	269
16469	0	6058
37988	0	6740
109698	0	5831
79836	2	252
24617	2	990
50526	2	3580
38200	2	4453
79758	3	6337
79711	0	2885
179982	15	212
109683	0	1470
181259	77	503038
51583	15	1581
36956	15	3307
62717	3	2920
73099	0	112
56047	0	1095
152398	101	5409
2518	77	1262
87099	3	5881
20336	0	4737
117437	0	5019
15198	15	245
24702	0	990
57907	2	203
145991	0	6464
43610	2	245
164276	2	194
162891	2	4491
151620	77	628
115959	2	2535
173516	3	6338
64392	2	3775
177893	2	7460
66512	0	216
179969	77	1037
73364	0	361
298	0	252
40521	0	216
20965	0	217
534	101	217
177708	15	8231
16477	101	6058
79656	0	4677
70406	0	1074
50509	2	2222
25289	0	500057
20221	2	216
1351	2	3865
177722	15	5863
48655	2	4570
180968	77	4634
162078	0	505371
35153	2	7347
47178	186	2497
33656	100	916
163175	3	5408
7284	2	6065
46341	15	784
45131	15	784
15654	0	207
37688	0	1097
74923	3	143
47016	0	2858
67428	0	5338
162898	2	4491
180992	0	716
2641	0	6407
102549	0	5606
15065	3	341
49203	15	6997
179394	2	5831
116384	101	5
147215	2	5412
108650	2	7347
146050	0	6056
159080	0	3126
178970	3	8031
64447	2	7280
94905	0	8156
18868	15	1767
178188	0	278
26196	0	112
179350	71	5831
58034	0	8156
24871	0	499740
105510	0	5441
20483	2	4491
39755	2	8134
74712	3	104
43994	3	2380
134592	71	505373
56	2	4144
24613	0	990
684	3	505670
1552	2	3893
14276	3	216
117517	2	2907
86043	0	194
11666	2	4705
117026	0	6407
30068	2	149
56966	0	6972
79794	2	990
4540	0	7007
43513	186	4973
177979	186	2550
44907	2	328
21145	0	3356
37647	3	4452
72855	77	477
181250	0	7100
16028	2	499716
177926	3	2977
45244	2	177
39558	0	216
29147	2	784
139796	3	5831
134753	0	3530
163025	0	518
16475	15	6058
116422	2	5027
44035	15	4986
165509	0	5099
71544	2	5381
181094	0	5122
10864	0	505821
179881	100	916
56078	0	1051
177809	77	4586
146531	15	5549
165411	0	216
146234	0	7137
102393	15	7097
150177	0	6058
181406	77	1023
57014	2	114
83928	2	1470
95188	77	479
43426	0	7137
3669	3	296
20151	0	8
15578	2	212
42069	0	0
152717	0	204
63504	0	4222
168172	2	6463
7003	100	916
15774	2	212
179387	101	0
24865	0	4006
137008	0	499713
6759	2	916
48730	2	4335
20300	0	212
177739	101	1901
122515	2	1270
145906	2	6058
162076	2	6476
97170	77	6000
146232	2	7137
179484	2	8260
133193	101	8231
52397	2	5598
109561	0	1470
95204	15	479
181098	0	5122
46847	2	2271
19	101	216
2642	3	6407
147214	0	182
47076	15	503032
71179	2	1653
1264	71	502987
36032	3	5537
110531	0	194
67711	2	5122
121464	71	149
163	15	3539
175677	71	296
163572	0	3913
165565	0	499969
60258	15	300
181145	15	5598
178965	0	4507
33812	2	216
11565	3	1581
3312	0	264
43098	2	196
6938	100	916
67179	0	138
364	15	7338
2556	3	1246
155324	2	1051
164195	0	191
37772	2	3958
44847	2	1084
11505	101	1604
30052	3	6308
95273	2	1259
37623	0	3191
37782	2	6077
75598	71	499908
74026	2	990
162942	2	3515
63897	2	114
44964	0	291
71467	15	4151
25562	2	4006
155251	2	3724
109748	0	7303
41089	0	217
81026	3	6000
177817	101	500092
10247	186	5122
71408	2	4555
31513	2	300
28158	3	6382
67720	2	5122
59705	2	3598
148449	101	5831
163124	2	216
179454	101	8260
172029	101	2858
132297	15	8156
56207	2	499978
177786	0	3367
48786	0	5504
13866	2	216
18933	77	4669
20436	0	2047
134643	2	6449
11737	15	3500
33844	0	5504
61333	0	505797
35201	2	2353
3500	0	5831
15616	15	208
57894	0	5598
2355	101	218
177664	186	2761
553	101	8
177769	71	5124
67537	2	479
102434	2	7097
6882	2	916
150121	2	573
2330	3	3865
36261	2	6103
10892	2	216
78221	0	4335
168074	77	295
86932	0	216
961	15	1604
4205	0	1249
16083	71	6919
3673	71	295
11048	101	3867
66744	15	4491
25493	2	1051
48612	2	8134
63526	0	216
1276	0	5863
63691	186	8233
55892	0	1074
45453	0	576
67785	0	241
79793	77	4669
94896	0	241
27952	15	3214
16220	0	60
29172	0	784
105476	2	5441
3822	101	5122
48916	0	3584
11738	2	431
118979	77	3775
109460	0	4677
2730	2	216
37995	101	5066
63641	2	3584
111693	15	0
26203	2	114
38314	15	6997
14031	2	216
45240	0	177
19043	2	5971
1367	2	216
34004	2	505399
31847	100	916
57277	0	5564
4004	0	216
50334	2	278
12618	0	0
177929	77	8231
73097	2	112
6026	2	919
92021	3	112
92857	0	5123
147219	101	5621
3238	0	1
21488	0	5966
63893	15	114
175750	101	1985
41537	2	499969
51314	2	4215
20674	186	3954
52984	0	3096
95110	0	8203
165590	0	216
177839	77	3631
111056	0	1095
64582	0	252
12745	0	188
34025	3	505370
538	15	217
4634	0	3584
57063	0	6125
57003	0	131
140041	2	499813
11554	101	1604
31406	77	3697
20562	0	505827
25263	2	6714
158803	0	376
105894	3	5837
123801	101	0
33617	2	2550
33790	0	216
43199	2	194
163823	2	8156
19257	77	95
50667	15	192
36223	2	499740
150013	0	1604
1050	0	245
1023	15	216
980	0	5647
301	2	5162
4684	3	149
25240	0	3958
52338	2	1254
45210	2	8260
2799	2	3553
19049	0	5971
29455	0	216
165575	2	3495
86725	2	5269
16211	0	7349
70830	0	4215
64382	77	7455
102794	15	1604
6459	2	916
182042	2	1604
38251	0	3988
29513	71	2918
113814	77	3911
180984	77	2918
56166	2	4737
14984	0	7280
2830	3	8210
83039	2	3772
155207	0	1604
180255	0	6000
111477	2	7499
177841	77	499694
3666	71	296
41826	0	8025
45341	3	1562
118709	0	479
73164	2	1470
45489	0	5609
75234	2	3495
170107	2	7097
33710	77	3318
181135	77	6103
63859	15	212
124242	15	6058
111284	0	1097
115711	2	359
14162	0	8
50561	0	8134
179192	0	4520
43144	2	192
72784	2	474
181154	0	8215
160740	0	503758
3853	15	5122
95177	15	7429
179486	101	5269
164327	2	6463
25035	0	1078
39977	2	385
71377	0	3477
42905	0	2380
25399	77	1470
72828	2	5979
181277	3	62
166780	3	5831
51223	0	296
149421	100	916
2662	101	3625
160871	186	3584
124104	100	5863
1433	2	1470
38280	2	6000
177027	3	245
36211	0	4669
110924	0	192
24649	0	1074
1261	0	182
20367	101	2353
30073	101	149
62033	2	1562
1065	0	1604
178989	0	499948
134669	2	696
165205	2	3893
159887	0	2733
36199	2	4669
1114	3	784
101567	15	61
43373	0	3412
11327	3	1270
28020	0	5863
37725	2	3060
48618	2	7438
139774	2	505670
3822	2	5122
20733	101	2810
485	0	6000
43456	77	149
37643	2	2541
20445	0	2700
111122	101	1125
88910	0	3495
37656	0	3515
50573	0	3539
1219	186	696
20935	77	4630
80070	77	381
20756	15	5161
36595	0	2669
36247	2	5917
48808	0	5504
74920	0	149
109420	15	4127
30020	3	149
74962	77	184
20436	2	2047
42865	0	388
50713	2	216
133202	2	8526
1572	0	245
155351	3	5387
20536	3	2918
33717	15	3318
27552	186	6548
95039	2	3888
115714	0	4222
24600	0	990
30108	0	5540
2880	2	499782
4661	2	7261
41561	2	8
63515	71	6254
2015	2	6997
28508	0	4778
29586	186	479
7359	0	216
166292	0	1985
63647	0	2497
43072	2	196
24619	0	990
37825	2	5863
4753	15	6991
46794	2	2271
73152	2	7261
10815	2	216
19186	101	3867
82646	2	5302
28060	3	499701
45800	101	7136
159745	0	5979
80120	3	2139
45236	0	173
122586	15	6000
107915	0	149
179783	15	499726
110413	2	5122
75044	0	2769
11263	0	278
31284	15	5863
57005	0	6987
4397	0	217
152772	0	191
179179	0	2920
47172	15	5831
56975	2	114
125072	0	573
171081	100	919
24632	2	990
31412	2	2814
14321	2	5122
2773	0	3553
29407	2	4
20903	0	5970
81073	77	6000
509	0	188
105536	2	5441
179341	3	5831
56189	2	7478
2198	77	216
10202	2	5122
595	100	216
1141	2	536
82251	2	8016
34035	15	505373
15079	15	8156
159010	0	7215
15739	0	7207
152910	0	6058
107923	0	149
66520	0	216
115975	186	4634
50773	0	216
86647	15	3913
25511	2	1051
109139	77	1013
92301	2	135
20636	186	653
179480	3	8260
42814	15	1158
160677	0	504643
47312	2	4669
117395	2	7070
164030	2	218
164410	2	5122
531	2	217
34065	2	5122
60115	101	197
164913	2	192
140730	100	8233
101555	101	7277
35792	2	216
73534	186	4471
163571	2	1604
51169	0	499956
3126	15	16
98063	100	5863
39652	0	5099
50927	2	2907
43599	0	7345
33610	2	505766
11893	2	4244
158716	2	6407
20510	77	985
73165	15	1470
3467	0	5831
92821	2	192
24856	0	1097
84632	0	3584
28173	15	505286
105896	0	3703
2566	0	2778
1120	3	216
42322	3	311
20838	3	3332
2919	2	4669
42629	77	3475
31390	0	993
168110	2	3599
58129	0	1157
20799	0	245
43907	100	916
179789	0	499769
24581	0	990
57267	77	500028
134558	0	4778
95227	15	1259
29494	15	3599
70826	0	4215
75073	0	6284
73520	2	216
171135	2	5970
63865	186	1594
57874	3	182
28334	0	216
34257	100	8227
1508	186	388
162059	15	2380
67363	2	149
45422	2	192
60213	0	216
45206	77	518
43015	2	135
178989	77	499948
179374	186	5831
103061	3	182
156304	0	216
48600	2	8156
60529	0	1084
134581	0	505370
80050	2	328
18908	0	3553
116602	15	505286
73234	0	0
110422	0	191
50462	100	6044
181030	3	7108
15677	0	5598
33022	2	3775
62107	0	1604
58144	2	363
80067	0	7501
175567	101	2550
160936	0	3584
34099	0	1470
47160	3	5831
29526	3	628
67232	0	114
108329	0	7347
772	0	6492
10343	2	5122
1494	0	499811
165818	0	3865
170	71	503003
99334	0	4953
11865	186	2765
83043	3	499780
51152	0	7501
802	3	6997
181110	2	5122
47095	2	305
20695	0	3553
88904	0	3495
159922	0	2810
46899	2	204
29255	0	784
29318	0	784
165268	0	7
41575	3	388
63506	15	4222
20711	0	605
37968	15	7178
131	3	6000
100468	100	3018
342	101	3584
109403	0	505825
158911	0	328
111474	2	114
43988	2	8260
43061	2	191
41301	101	7347
133056	0	1074
50060	100	5863
21357	0	5971
162024	0	4679
40022	2	8260
38314	101	6997
107919	0	149
50686	2	6463
42632	77	628
56035	2	1095
10286	71	5122
158987	77	3272
72587	2	6898
167982	2	6000
18836	77	216
162975	0	216
177994	3	6088
61681	0	5167
2507	101	5971
170148	100	916
106987	2	1019
63057	2	3530
95260	0	5970
96907	3	3160
47940	3	7494
146074	2	7081
15075	2	149
45463	0	505287
181148	15	6103
178969	3	499865
258	3	217
177964	77	2550
139849	2	499908
362	71	216
165735	2	5970
60590	0	3439
123786	2	5831
44054	2	6058
377	101	784
11121	2	216
3955	15	216
159092	3	1019
25354	0	3062
155206	186	502987
168763	71	3988
49037	2	1259
38225	0	5865
58103	0	3217
52505	2	5917
101199	3	296
64683	2	1135
146026	2	1255
158888	2	296
134731	0	7137
180263	186	6000
31564	2	1301
116323	0	300
26201	0	114
175779	15	1604
41488	2	6972
10831	3	5
