leaf_categ_id,site_id,move_to,leaf_categ_name
131207,0,131207,Business & Industrial:Material Handling:Casters & Wheels:Caster Wheels
131244,0,131244,"Business & Industrial:Material Handling:Ladders, Scaffold & Platforms:Step-Stands & Stools"
131249,0,131249,Business & Industrial:Material Handling:Warehouse Loading & Unloading:Pallet Racks
1312,0,1312,Collectibles:Transportation:Aviation:Airlines:United
131411,0,131411,"Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Boys' Accessories:Sunglasses"
131474,0,131474,"Clothing, Shoes & Accessories:Wedding & Formal Occasion:Mother of the Bride"
131476,0,131476,"Clothing, Shoes & Accessories:Wedding & Formal Occasion:Women's Formal Hats"
131486,0,131486,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:CPU Fans & Heat Sinks"
131487,0,131487,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:Computer Case Fans"
131493,0,131486,"Computers & Networking:Computer Components:Fans, Heatsinks & Cooling:CPU Fans & Heatsinks:Fan Only"
131494,0,131494,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:Hard Drive Cooling"
131495,0,131495,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:Fan Grills & Filters"
1314,0,1314,Collectibles:Advertising:Automobiles:Other Automobile Ads
131501,0,131494,"Computers & Networking:PC Components:For Desktops:Fans, Heatsinks & Cooling:Heatsinks:For Hard Drives"
131502,0,131502,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:Memory & Chipset Cooling"
131503,0,131503,"Computers/Tablets & Networking:Computer Components & Parts:Fans, Heat Sinks & Cooling:Water Cooling"
131511,0,131511,Computers/Tablets & Networking:Computer Components & Parts:Motherboard & CPU Combos
131513,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Athlon
131514,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Athlon 64
131515,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Athlon 64 FX
131516,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Athlon 64 MP
131517,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Athlon XP
131518,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Duron
131520,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:K6
131521,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Opteron
131522,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Sempron
131523,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With AMD CPU:Other
131525,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Celeron
131527,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium I
131528,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium II
131529,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium III
131530,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium 4
131531,0,131511,"Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium 4 HT, Hyper Threading"
131532,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium 4 HT Extreme Edition
131533,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Pentium Pro
131534,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Xeon
131535,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:With Intel CPU:Other
131536,0,131511,Computers & Networking:Computer Components:Motherboard & CPU Bundles:Other
131537,0,131542,Computers & Networking:Drives & Storage:CD ROM Drives:Internal (Laptop)
131540,0,131542,Computers & Networking:Drives & Storage:CD-RW/ DVD Combo Drives:Internal (Laptop)
131541,0,131542,Computers & Networking:Drives & Storage:DVD ROM Drives:Internal (Laptop)
131542,0,131542,"Computers/Tablets & Networking:Drives, Storage & Blank Media:CD, DVD & Blu-ray Drives"
131543,0,131542,Computers & Networking:Drives & Storage:DVD-RW/+RW Drives:Internal (Laptop)
131544,0,169,Computers & Networking:Drives & Storage:Floppy Drives:Internal (Laptop)
131546,0,56083,Computers & Networking:Drives & Storage:Hard Drives:Internal (Laptop):10 GB & Under
131553,0,131553,"Computers/Tablets & Networking:Drives, Storage & Blank Media:Hard Drives (HDD, SSD & NAS):External Hard Disk Drives"
131565,0,61840,Computers & Networking:Computer Accessories:USB Phones (Skype compatible)
131579,0,131579,"Home & Garden:Furniture:Futons, Frames & Covers"
131588,0,131588,Home & Garden:Furniture:Beds & Mattresses:Mattresses
131598,0,131598,"Home & Garden:Furniture:Beds & Mattresses:Inflatable Mattresses, Airbeds"
1315,0,1315,Collectibles:Advertising:Automobiles:American:Buick
131607,0,175756,Home & Garden:Inside the Home:Home Decor & Accents:Fireplaces & Accessories:Fireplaces
131610,0,131610,"Home & Garden:Kitchen, Dining & Bar:Linens & Textiles:Tea Cozies"
131611,0,25876,"Home & Garden:Yard, Garden & Outdoor Living:Gardening Supplies:Garden Tools & Equipment:Plant Labels, Ties & Supports"
131628,0,131628,Stamps:Middle East:Palestine (1948-Now)
1316,0,1316,Collectibles:Advertising:Automobiles:American:Chevrolet
1317,0,1317,Collectibles:Advertising:Automobiles:American:Chrysler
1318,0,1318,Collectibles:Advertising:Automobiles:American:Dodge
1319,0,1319,Collectibles:Advertising:Automobiles:American:Ford
131,0,99856,Toys & Hobbies:Model Railroads & Trains:Magazines
1320,0,1320,Collectibles:Advertising:Automobiles:American:Pontiac
132141,0,176982,Computers/Tablets & Networking:iPad/Tablet/eBook Accessories
1321,0,1321,Collectibles:Advertising:Food & Beverage:Bakery & Baking:Other Bakery & Baking Ads
132297,0,132297,Cell Phones & Accessories:Cell Phone Accessories:Audio Docks & Speakers
1322,0,1322,Collectibles:Advertising:Food & Beverage:Cereal:Other Cereal Advertisements
13289,0,13289,Toys & Hobbies:Model Railroads & Trains:1 Gauge:Other 1 Gauge
1328,0,1328,Collectibles:Advertising:Gas & Oil:Gas & Oil Companies:Citgo
132939,0,499,Jewelry & Watches:Designer Brands:John Atencio
132940,0,499,Jewelry & Watches:Designer Brands:John Hardy
132941,0,499,Jewelry & Watches:Designer Brands:John Hardy:Bracelets
132942,0,499,Jewelry & Watches:Designer Brands:John Hardy:Earrings
132943,0,499,Jewelry & Watches:Designer Brands:John Hardy:Necklaces & Pendants
132944,0,499,Jewelry & Watches:Designer Brands:Juicy Couture
132945,0,499,Jewelry & Watches:Designer Brands:Juicy Couture:Charms & Charm Bracelets
132946,0,499,Jewelry & Watches:Designer Brands:Kabana
132947,0,499,Jewelry & Watches:Designer Brands:Kenneth Cole
132948,0,499,Jewelry & Watches:Designer Brands:Lois Hill
132949,0,499,Jewelry & Watches:Designer Brands:Nine West
13294,0,13294,Toys & Hobbies:Model Railroads & Trains:N Scale:Parts & Accessories:Other N Scale Parts & Accs
132950,0,499,Jewelry & Watches:Designer Brands:Stephen Dweck
132975,0,132975,DVDs & Movies:UMDs
132982,0,99754,"Clothing, Shoes & Accessories:Boys:Clothing (Size 4):Suits"
132983,0,147337,"Clothing, Shoes & Accessories:Infants & Toddlers:Boys' Clothing:Size 2T:Suits"
132984,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Coach"
132985,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Ferragamo"
132986,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Juicy Couture"
132987,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Marc Jacobs"
132988,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Revo"
132989,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Roberto Cavalli"
132990,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:YSL / Yves Saint Laurent"
132991,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Spy"
132992,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Valentino"
132993,0,45246,"Clothing, Shoes & Accessories:Women's Accessories:Sunglasses:Persol"
132994,0,33034,Musical Instruments:Guitar:Electric:Cort
132995,0,33034,Musical Instruments:Guitar:Electric:Right-Handed:Larrivee
132996,0,33034,Musical Instruments:Guitar:Electric:Right-Handed:Tacoma
132997,0,69960,Musical Instruments & Gear:Stage Lighting & Effects:Atmospheric Effects:Foam & Bubble Machines
132998,0,132998,Musical Instruments & Gear:Stage Lighting & Effects:Atmospheric Effects Fluids
132999,0,47091,Consumer Electronics:DJ Gear & Stage Lighting:Speakers & Speaker Stands
1329,0,1329,Collectibles:Advertising:Gas & Oil:Gas & Oil Companies:Gulf
132,0,132,"Collectibles:Radio, Phonograph, TV, Phone:Radios:Other Collectible Radios"
133001,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:AKG
133002,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:Audio-Technica
133003,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:Audix
133004,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:ElectroVoice
133005,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:Sennheiser
133006,0,29946,Musical Instruments:Pro Audio:Microphones:Wired Microphones:Dynamic:Shure
133008,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:AKG"
133009,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Audio-Technica"
133010,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Audix"
133011,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Neumann"
133012,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Samson"
133013,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Sennheiser"
133014,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Shure"
133015,0,29946,"Musical Instruments:Pro Audio:Microphones:Wired Microphones:Recording, Condenser:Sony"
133032,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Graded:BGS/BCCG"
133033,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Graded:PSA"
133035,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:Pre-1980"
133036,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1980-89"
133038,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1990"
133039,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1991"
133040,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1992"
133041,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1993"
133042,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1994"
133043,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1995"
133044,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1996"
133045,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1997"
133046,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1998"
133047,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:1990-99:1999"
133049,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2000"
133050,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2001"
133051,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2002"
133052,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2003"
133053,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2004"
133054,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-Minors:Non-Graded:2000-Now:2005"
133055,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Boxes, Cases:1980-89:1986"
133056,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Boxes, Cases:1980-89:1987"
133057,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Boxes, Cases:1980-89:1988"
133058,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Boxes, Cases:1980-89:1989"
133059,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Boxes, Cases:2000-Now:2006"
133060,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Lots:2000-Now:2005"
133061,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Rookies (1980-89):Graded:SGC"
133063,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Singles (1940-49):Graded:GAI"
133064,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Singles (1940-49):Graded:PSA"
133065,0,213,"Sports Mem, Cards & Fan Shop:Cards:Baseball-MLB:Singles (1940-49):Graded:SGC"
133067,0,214,"Sports Mem, Cards & Fan Shop:Cards:Basketball-NBA:Singles (1980-89):Graded:BGS"
133068,0,214,"Sports Mem, Cards & Fan Shop:Cards:Basketball-NBA:Singles (1980-89):Graded:GAI"
133069,0,214,"Sports Mem, Cards & Fan Shop:Cards:Basketball-NBA:Singles (1980-89):Graded:PSA"
133071,0,214,"Sports Mem, Cards & Fan Shop:Cards:Basketball-WNBA:Non-Graded"
133072,0,133072,"Sports Mem, Cards & Fan Shop:Sports Trading Cards:College Cards"
133073,0,133072,"Sports Mem, Cards & Fan Shop:Cards:College Trading Cards:College Basketball Cards"
133074,0,133072,"Sports Mem, Cards & Fan Shop:Cards:College Trading Cards:College Football Cards"
133075,0,133072,"Sports Mem, Cards & Fan Shop:Cards:College Trading Cards:Other College Cards"
133076,0,215,"Sports Mem, Cards & Fan Shop:Cards:Football-NFL:Singles (1990-99):Inserts:1991"
133077,0,215,"Sports Mem, Cards & Fan Shop:Cards:Football-NFL:Singles (1990-99):Inserts:1992"
133078,0,215,"Sports Mem, Cards & Fan Shop:Cards:Football-NFL:Singles (1990-99):Inserts:1993"
133079,0,215,"Sports Mem, Cards & Fan Shop:Cards:Football-NFL:Singles (1990-99):Inserts:1994"
133081,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:Pre-1980"
133082,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:1980-1989"
133083,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:1990-1999"
133085,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2000"
133086,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2002"
133087,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2003"
133088,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2004"
133089,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2005"
133090,0,4240,"Sports Mem, Cards & Fan Shop:Cards:Golf-PGA:Non-Graded:2000-Now:2006"
133092,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-Minors:Pre-1980"
133093,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-Minors:1980-1989"
133094,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-Minors:2000-Now"
133095,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Lots:2000-Now:2004-05"
133097,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1991-92"
133098,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1992-93"
133099,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1993-94"
1330,0,1330,Collectibles:Advertising:Gas & Oil:Gas & Oil Companies:Hess:Unknown
133100,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1994-95"
133101,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1995-96"
133102,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1996-97"
133103,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1997-98"
133104,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1998-99"
133105,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Rookies (1990-99):Non-Graded:1999-2000"
133107,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Graded:BGS"
133108,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Graded:PSA"
133110,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1990-91"
133111,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1991-92"
133112,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1992-93"
133113,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1993-94"
133114,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1994-95"
133115,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1995-96"
133116,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1996-97"
133117,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1997-98"
133118,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Non-Graded:1998-99"
133120,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1992-93"
133121,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1993-94"
133122,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1994-95"
133123,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1995-96"
133124,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1996-97"
133125,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1997-98"
133126,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1998-99"
133127,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1990-91"
133128,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (1990-99):Inserts:1991-92"
133129,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (2000-Now):Non-Graded:2004-05"
133130,0,216,"Sports Mem, Cards & Fan Shop:Cards:Hockey-NHL:Singles (2000-Now):Inserts:2004-05"
133131,0,666,"Sports Mem, Cards & Fan Shop:Cards:Racing-Indy Racing"
1331,0,1331,Collectibles:Advertising:Gas & Oil:Gas & Oil Companies:Sinclair
133227,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Earglove
133228,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Jabra
133229,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Motorola
133230,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Nokia
133231,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Plantronics
133232,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Samsung
133233,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Sony Ericsson
133234,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headsets - Wireless:Other Brands
133235,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Cables
133236,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headset Wall Chargers
133237,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headset Car Chargers
133238,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Dongles & USB Adapters
133239,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Headset Cases & Pouches
133240,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Phone Adapters
133241,0,80077,Cell Phones & PDAs:Bluetooth Wireless Accessories:Other Accessories
1332,0,1332,Collectibles:Advertising:Gas & Oil:Gas & Oil Companies:Sunoco
1333,0,1333,Collectibles:Advertising:Agriculture:Seed & Feed Companies
13343,0,13343,Sporting Goods:Tennis & Racquet Sports:Tennis:Strings
1334,0,1334,Collectibles:Advertising:Soda:Moxie
13360,0,13360,"Sporting Goods:Fitness, Running & Yoga:Clothing & Accessories:Women's Clothing:Other Women's Fitness Clothing"
13362,0,13362,"Sporting Goods:Fitness, Running & Yoga:Other Fitness, Running & Yoga"
133682,0,164,Computers & Networking:PC Components:For Desktops:CPUs:AMD:Athlon 64 X2
133693,0,133693,Home & Garden:Bath:Mirrors
133696,0,133696,"Home & Garden:Bath:Bathmats, Rugs & Toilet Covers"
1336,0,1336,Collectibles:Animals:Other Animal Collectibles
133700,0,133700,"Home & Garden:Kitchen, Dining & Bar:Small Kitchen Appliances:Mixers (Handheld)"
133701,0,133701,"Home & Garden:Kitchen, Dining & Bar:Small Kitchen Appliances:Mixers (Countertop)"
133703,0,133703,"Home & Garden:Kitchen, Dining & Bar:Small Kitchen Appliances:Blenders (Handheld)"
133704,0,133704,"Home & Garden:Kitchen, Dining & Bar:Small Kitchen Appliances:Blenders (Countertop)"
133705,0,133705,"Home & Garden:Kitchen, Dining & Bar:Small Kitchen Appliances:Coffee & Tea Makers:Tea Kettles"
13376,0,13376,Sporting Goods:Outdoor Sports:Equestrian:Driving Equipment:Other Driving Equipment
1337,0,1337,Collectibles:Animals:Birds:Other Bird Collectibles
1338,0,1338,Collectibles:Animals:Cats:Other Cat Collectibles
1339,0,66505,Collectibles:Animals:Dog:Other Dogs
133,0,133,Collectibles:Tobacciana:Other Tobacciana
1340,0,1340,"Collectibles:Fantasy, Mythical & Magic:Other Fantasy Collectibles"
1341,0,1341,Collectibles:Animals:Horses: Model Horses:Other Model Horses
134225,0,183444,"Sports Mem, Cards & Fan Shop:Cards:Soccer:World Cup Soccer"
134226,0,183444,"Sports Mem, Cards & Fan Shop:Cards:Soccer:US:US Womens Soccer"
134276,0,134276,Baby:Feeding:Booster Chairs
134277,0,180908,Baby:Nursery Bedding:Comforters
134278,0,134278,Baby:Nursery Bedding:Duvet Covers & Sets
134279,0,134279,Baby:Nursery Furniture:Baby Dressers
134280,0,180505,Baby:Nursery Decor:Wall Decor:Wall Stickers
134281,0,117027,Baby:Baby Safety & Health:Baby Latches
134282,0,134282,Baby:Baby Gear:Walkers
134284,0,100227,Baby:Toys:Developmental Baby Toys:Vtech
134285,0,100227,Baby:Toys:Developmental Baby Toys:Lamaze
134286,0,100227,Baby:Toys:Developmental Baby Toys:Baby Einstein
134287,0,100227,Baby:Toys:Developmental Baby Toys:Leap Frog
134288,0,100227,Baby:Toys:Developmental Baby Toys:Fisher Price
134289,0,121627,Baby:Toys for Baby:Teethers
134290,0,134290,"Crafts:Beads & Jewelry Making:Beading & Jewelry Making Tools:Beading Boards, Mats & Trays"
134291,0,150059,Crafts:Bead Art:Bead Cord
134292,0,162095,Crafts:Beads & Jewelry Making:Books & Magazines
134293,0,146290,"Crafts:Beads & Jewelry Making:Beads, Pearls & Charms:Beads:Other"
134294,0,146290,"Crafts:Beads & Jewelry Making:Beads, Pearls & Charms:Cultured & Freshwater Pearls"
134295,0,134295,Crafts:Home Arts & Crafts:Candle Making & Soap Making:Candle Wax
134296,0,146290,"Crafts:Beads & Jewelry Making:Beads, Pearls & Charms:Beads:Shell"
134297,0,150059,Crafts:Bead Art:Bead Thread
134299,0,83891,"Crafts:Beads & Jewelry Making:Beads, Pearls & Charms:Charms"
1342,0,1336,"Collectibles:Animals:Reptile, Amphibian:Other Reptiles, Amphibians"
134300,0,134300,Crafts:Home Arts & Crafts:Candle Making & Soap Making:Candle & Soap Dyes & Pigments
134301,0,134300,Crafts:Home Arts & Crafts:Candles & Soap:Dyes:Dye Blocks
134302,0,134300,Crafts:Home Arts & Crafts:Candles & Soap:Dyes:Dye Chips
134303,0,134300,Crafts:Home Arts & Crafts:Candles & Soap:Dyes:Liquid Dyes
134305,0,3087,Crafts:Home Arts & Crafts:Basketry:Basket Weaving
134306,0,134306,Crafts:Handcrafted & Finished Pieces:Home Décor & Accents:Baskets
1343,0,1336,Collectibles:Animals:Zoo
134430,0,48094,Crafts:Candle & Soap Making:Soap Butters & Fixed Oils:Cocoa Butters
134431,0,48094,Crafts:Candle & Soap Making:Soap Butters & Fixed Oils:Fruit Butters & Oils
134432,0,48094,Crafts:Candle & Soap Making:Soap Butters & Fixed Oils:Nut Butters & Oils
134433,0,48094,Crafts:Candle & Soap Making:Soap Butters & Fixed Oils:Seed Oils
134434,0,48094,Crafts:Candle & Soap Making:Soap Butters & Fixed Oils:Shea Butters & Oils
134436,0,48095,"Crafts:Ceramics, Pottery:Ceramic Decals:Floral & Vine Decals"
134437,0,48095,"Crafts:Ceramics, Pottery:Ceramic Decals:Animal Decals"
134438,0,48095,"Crafts:Ceramics, Pottery:Ceramic Decals:Food & Kitchen Decals"
134439,0,48095,"Crafts:Ceramics, Pottery:Ceramic Decals:Cherub & Angel Decals"
134440,0,83898,"Crafts:Ceramics, Pottery:Ceramic Molds & Kits:Paver, Stepping Stone Molds"
134441,0,83898,"Crafts:Ceramics, Pottery:Ceramic Molds & Kits:Religious Molds"
134442,0,83898,"Crafts:Ceramics, Pottery:Ceramic Molds & Kits:Western Molds"
134443,0,83899,"Crafts:Ceramics, Pottery:Ready to Paint Pottery:Candle Holders"
134444,0,83899,"Crafts:Ceramics, Pottery:Ready to Paint Pottery:Religious"
134446,0,183310,Crafts:Home Arts & Crafts:Ceramics & Pottery:Polymer Clay:Polymer Canes
134447,0,134447,"Crafts:Sculpting, Molding & Ceramics:Modeling:Clay Rollers & Brayers"
134448,0,134448,"Crafts:Sculpting, Molding & Ceramics:Ceramics & Pottery:Books & Magazines"
134449,0,134449,Crafts:Handcrafted & Finished Pieces:Needle Arts & Crafts:Granny Squares
